"Plot_Name","Unit_Code","Panel","Physio","Directions","Location_Notes","SampleYear","Lat","Long","IsStuntedWoodland","Num_Live_Trees","Num_Dead_Trees","Inv_Shrub_Cov","Num_Seedlings","Num_Saplings","Num_Quad_Species","Num_Add_Species","BL","BR","UL","UR"
"ROVA-002","ROVA","2","Mesic- Rolling Uplands","HOFR: plot bisected by path","Bottom center stake offset 1m towards bottom left, upper left regen stake offset 2m towards upper left.
6/2/11 - Entire plot restablished.  All but UL and ML stakes were missing or found down in leaf litter.  Used plot orientation and remaining stakes to restablish plot center.  JLF
Stakes close to trail were buried to 3"" above ground. 6/2/15 - (B regen stake offset at 3.0m at 270 deg. Due to trail).",2024,41.75953,-73.934731,FALSE,3,0,1.1,31,0,32,17,"ROVA_002_BL_20240529.JPG","ROVA_002_BR_20240529.JPG","ROVA_002_UL_20240529.JPG","ROVA_002_UR_20240529.JPG"
"SAGA-002","SAGA","1","Mesic- Rolling Uplands","Near Blow-me-down trail head.","Very steep sloped plot. Hemlock, sugar maple, white pine dominated forest.  All trees measured on upslope side.",2023,43.501716,-72.374064,FALSE,17,0,0,0,4,15,12,"SAGA_002_BL_20230530.JPG","SAGA_002_BR_20230530.JPG","SAGA_002_UL_20230530.JPG","SAGA_002_UR_20230530.JPG"
"SARA-002","SARA","1","Hydric- Small Drain","South on Park Tour Rd, then ~75m at 240 degrees.","Successional white pine forest with honeysuckle and buckthorn understory.  Small streams running through plot.  Changed orientation from 360 to 2 deg. 5/29/14",2023,42.997761,-73.650245,FALSE,12,4,70,4,0,45,20,"SARA_002_BL_20230522.JPG","SARA_002_BR_20230522.JPG","SARA_002_UL_20230522.JPG","SARA_002_UR_20230522.JPG"
"WEFA-002","WEFA","2","Mesic- Rolling Uplands","take pond trail about 200m","Large boulder in plot.  Some ferns and smilax understory.  Changed orientation from 250 to 252 - 6/15/15",2024,41.257855,-73.45369,FALSE,12,4,0.2,40,2,27,27,"WEFA_002_BL_20240610.JPG","WEFA_002_BR_20240610.JPG","WEFA_002_UL_20240610.JPG","WEFA_002_UR_20240610.JPG"
"MABI-003","MABI","1","Mesic- Rolling Uplands","Take carriage trail towards Pogue, then east along ridge.","GRTS 4 excluded  because carriage trail running through plot. Morels on plot!",2023,43.636366,-72.541511,FALSE,6,0,0,18,0,28,20,"MABI_003_BL_20230607.JPG","MABI_003_BR_20230607.JPG","MABI_003_UL_20230607.JPG","MABI_003_UR_20230607.JPG"
"MIMA-003","MIMA","1","Mesic- Moist Slopes and Coves","Take Lexington Rd. to 50m from plot, then south.","Plot at edge of swamp (south) and open field with a few trees (west).  Small man-made drainage running through plot. UR rebar offset at 14.6m due to tree. White stake at true corner location. 2014 - BC and BL appear to have been mowed as part of an access road.",2023,42.45172,-71.299039,FALSE,24,1,37.9,21,0,42,22,"MIMA_003_BL_20230612.JPG","MIMA_003_BR_20230612.JPG","MIMA_003_UL_20230612.JPG","MIMA_003_UR_20230612.JPG"
"MORR-003","MORR","2","Mesic- Rolling Uplands","Take Mendeham Road Trail just before VC (drivable if necessary), then turn right onto Patriot's Path. 70 m bushwack","Very open understory - no barberry.  Gentle slope.",2024,40.759331,-74.539753,FALSE,12,0,0,4,1,19,24,"MORR_003_BL_20240521.JPG","MORR_003_BR_20240521.JPG","MORR_003_UL_20240521.JPG","MORR_003_UR_20240521.JPG"
"ROVA-003","ROVA","2","Mesic- Rolling Uplands","HOFR: cut through woods parallel to driveway of private house, then take path to plot","Upper left regen is offset- pole is only 3 meters from center, rock is paint-marked at actual location. 2015 Crew found the upper left regin pole within tolerance at 3.8 m from plot center. We used that location. BC regen is marked with paint on a rock. We remarked with green paint.",2024,41.771143,-73.939977,FALSE,16,0,0,11,1,24,21,"ROVA_003_BL_20240605.JPG","ROVA_003_BR_20240605.JPG","ROVA_003_UL_20240605.JPG","ROVA_003_UR_20240605.JPG"
"SAGA-003","SAGA","1","Mesic- Rolling Uplands","Up slope from main road in park.","Large white pine with beech subcanopy and understory.  At top of knob/bench.  Near site of Jap. barberry removal efforts.. Orientation was changed from 120 on 6/11/14…",2023,43.496265,-72.374288,FALSE,26,10,0,0,9,13,15,"SAGA_003_BL_20230601.JPG","SAGA_003_BR_20230601.JPG","SAGA_003_UL_20230601.JPG","SAGA_003_UR_20230601.JPG"
"SARA-003","SARA","1","Mesic- Flatwoods","Drive up the sod farm road, Bear to the left going up the hill, at the top of the hill take first left at the very top where you see the sod field at the right. It's not obviously a road until you drive down a bit farther, then take to the end. Then walk the ridge line down to the water monitoring site. Cross stream, then head up hill. Not a bad bushwack.","White pine forest- very open understory.  Small Japanese barberry plant on plot.  Dry-mesic forest. Rufus sided towhee's calling near plot.. ",2023,42.990608,-73.628764,FALSE,27,9,13.7,55,0,67,28,"SARA_003_BL_20230524.JPG","SARA_003_BR_20230524.JPG","SARA_003_UL_20230524.JPG","SARA_003_UR_20230524.JPG"
"WEFA-003","WEFA","2","Hydric- Swamps/Bogs","take main trail in and head right into the swamp when you hit the bridge near trail entrance","Plot in a high bush blueberry / Clethra swamp.  Borrow hip or chest waters from the park to help sample. 2024: hip waders helpful

 UC was a bit short, Reset to 10 m.  Orientation was changed from 360 to 358. BR stake was about 7 degrees off, so reset (likely tampered with). 6/16/2015",2024,41.257559,-73.455081,FALSE,8,1,0,1,0,21,31,"WEFA_003_BL_20240610.JPG","WEFA_003_BR_20240610.JPG","WEFA_003_UL_20240610.JPG","WEFA_003_UR_20240610.JPG"
"MABI-004","MABI","1","Mesic- Rolling Uplands","250m north (across hill) of MABI3. Or park at pullout in carriage road curve between plot 4 and 9. Plot is 70 m off CR.","Was a sugar maple forest with sparse understory.  Plot was harvested between 2010 and 2014. Ground cover in 2023 was a mix of rubus, ferns, and majority Fraxinus americana regen.",2023,43.638497,-72.541003,FALSE,5,1,3,148,1,25,29,"MABI_004_BL_20230606.JPG","MABI_004_BR_20230606.JPG","MABI_004_UL_20230606.JPG","MABI_004_UR_20230606.JPG"
"MIMA-004","MIMA","1","Mesic- Flatwoods","Very close to a brown house (park here) and Lexington Rd.","Walnut, butternut walnut orchard with dense jewelweed groundlayer, and abandoned herb/vegetable garden plants.  Potential grey water outlet into plot.",2023,42.45601,-71.314945,FALSE,8,5,1.6,2,0,37,11,"MIMA_004_BL_20230612.JPG","MIMA_004_BR_20230612.JPG","MIMA_004_UL_20230612.JPG","MIMA_004_UR_20230612.JPG"
"MORR-004","MORR","2","Mesic- Rolling Uplands","about 600m south-southwest from the soldier hut parking lot area, crossing 3 paths on the way. On the other side of the deer explosure",NA,2024,40.770152,-74.539974,FALSE,5,0,3.6,142,1,20,21,"MORR_004_BL_20240522.JPG","MORR_004_BR_20240522.JPG","MORR_004_UL_20240522.JPG","MORR_004_UR_20240522.JPG"
"ROVA-004","ROVA","2","Mesic- Rolling Uplands","HOFR: follow yellow trail, then turn west- only short distance from trail","large rock outcropping through the middle of the plot. BL corner in wetland/stream.",2024,41.769569,-73.942072,FALSE,15,2,3.8,203,1,31,46,"ROVA_004_BL_20240605.JPG","ROVA_004_BR_20240605.JPG","ROVA_004_UL_20240605.JPG","ROVA_004_UR_20240605.JPG"
"SAGA-004","SAGA","1","Mesic- Rolling Uplands","Blow-Me-Down trail about 200m, then north (down slope) near stream.","Plot located on steep slope with hemlock dominated forest. Deer path running through plot. BL stake is in the middle of the stream.",2023,43.502242,-72.376169,FALSE,20,0,0,4,1,14,27,"SAGA_004_BL_20230530.JPG","SAGA_004_BR_20230530.JPG","SAGA_004_UL_20230530.JPG","SAGA_004_UR_20230530.JPG"
"SARA-004","SARA","1","Mesic- Flatwoods","Hike into Plot 5 and continue north until about due west of the plot. Then head west to plot along the path of least resistance.","Near Cornus racemosa dominated wetland. Very dense honeysuckle thickets.  Few trees in plot.",2023,42.989092,-73.633839,FALSE,3,0,79.5,12,0,60,9,"SARA_004_BL_20230523.JPG","SARA_004_BR_20230523.JPG","SARA_004_UL_20230523.JPG","SARA_004_UR_20230523.JPG"
"WEFA-004","WEFA","2","Mesic- Floodplains/Bottomlands","take pond trail past plots 1 and 2.","Stone walls cross plot.",2024,41.257152,-73.453587,FALSE,10,0,13.9,1,1,25,29,"WEFA_004_BL_20240610.JPG","WEFA_004_BR_20240610.JPG","WEFA_004_UL_20240610.JPG","WEFA_004_UR_20240610.JPG"
"MABI-005","MABI","1","Mesic- Moist Slopes and Coves","Take hiking trail from carraige trail that starts at Pony shed (about 600m).  Then, before trail junction with carraige trail go uphill (south)","Redstart plot- didn't waypoint.  Shallow soils, hemlock sugar maple forest.  Spotted barred owl near plot.. ",2023,43.632259,-72.529778,FALSE,19,0,0,23,0,10,20,"MABI_005_BL_20230605.JPG","MABI_005_BR_20230605.JPG","MABI_005_UL_20230605.JPG","MABI_005_UR_20230605.JPG"
"MIMA-005","MIMA","1","Mesic- Flatwoods","On North side of Lexington Rd., about 20m in.  Central park of park. Park in the Hatwell Tavern parking area near plot; plot located next to parking lot.","Rock wall at left edge of plot- Lexington Rd. on other side.",2023,42.451043,-71.291037,FALSE,19,2,14.3,6,7,24,24,"MIMA_005_BL_20230612.JPG","MIMA_005_BR_20230612.JPG","MIMA_005_UL_20230612.JPG","MIMA_005_UR_20230612.JPG"
"MORR-005","MORR","2","Mesic- Rolling Uplands","head upslope out of the back of the parking lot for the soldiers huts at 240 degrees for about 150m.  Or take the white trail from the tour road to plot.","UL corner offset 1.5 m @ 320 degrees to avoid hiking trail.  Hiking trail runs through upper plot.  Trees tagged facing away from trail.",2024,40.775778,-74.538976,FALSE,5,0,115.8,1,0,24,12,"MORR_005_BL_20240520.JPG","MORR_005_BR_20240520.JPG","MORR_005_UL_20240520.JPG","MORR_005_UR_20240520.JPG"
"ROVA-005","ROVA","2","Mesic- Rolling Uplands","SCHU:Take trail, then head in at 20 degrees","BR missing stake, reset and knocked 2 trees out.  UR missing stake, reset at 14.34 due to rock in the way of the stake.  6/6/11 JLF",2024,41.770159,-73.926133,FALSE,11,0,0,46,0,24,24,"ROVA_005_BL_20240529.JPG","ROVA_005_BR_20240529.JPG","ROVA_005_UL_20240529.JPG","ROVA_005_UR_20240529.JPG"
"SAGA-005","SAGA","1","Mesic- Moist Slopes and Coves","Blow-me-down trail, then 100m (~240degrees) south at trail intersection.  Located near wetland/pond.","Part of plot fairly open, dominated by honeysuckle, and facing road (12A).  Red oak, beech, white pine dominated forest. Difficult to measure UP slope, so measured from plot center to UC (couldn't see past UC).  Terrain relatively flat above UC.. 

Due to misclassification of super canopy white pines as the co-dominant canopy layer on this plot, stand height and crown class measurements are suspect. All analyses that include stand height or crown class should use 2010 QA/QC stand height and crown class data.",2023,43.500281,-72.377825,FALSE,13,2,0.1,37,13,50,21,"SAGA_005_BL_20230531.JPG","SAGA_005_BR_20230531.JPG","SAGA_005_UL_20230531.JPG","SAGA_005_UR_20230531.JPG"
"SARA-005","SARA","1","Mesic- Flatwoods","Followed north blaze park boundary, then east about 150, (at corner blaze).","Open grown white pine forest with slippery elm mid-story.  Ditch with broken tiles in plot. Deer trails through plot",2023,42.985921,-73.631444,FALSE,12,2,31.1,23,0,69,24,"SARA_005_BL_20230523.JPG","SARA_005_BR_20230523.JPG","SARA_005_UL_20230523.JPG","SARA_005_UR_20230523.JPG"
"WEFA-005","WEFA","2","Mesic- Moist Slopes and Coves","head NW from intersection of two roads past fields, almost to pond.","UTME- Should Be 629179 (KMM 10/12/07). Hardwood canopy, mostly ferns and sedge groundcover with rocks. Painted trees away from house",2024,41.258391,-73.457998,FALSE,13,5,0.2,26,0,20,40,"WEFA_005_BL_20240610.JPG","WEFA_005_BR_20240610.JPG","WEFA_005_UL_20240610.JPG","WEFA_005_UR_20240610.JPG"
"MABI-006","MABI","1","Mesic- Rolling Uplands","Carraige trail past Pogue, then skirted edge of field/forest to find trail through red pine plantation.  Large sugar maple trees in plot.","Keaton plot-didn't waypoint.  Norway spruce, sugar maple forest.  Sparse understory. ",2023,43.629621,-72.541055,FALSE,7,2,0,82,12,22,24,"MABI_006_BL_20230607.JPG","MABI_006_BR_20230607.JPG","MABI_006_UL_20230607.JPG","MABI_006_UR_20230607.JPG"
"MIMA-006","MIMA","1","Mesic- Flatwoods","Park in abandoned road, just south of Lexington Rd.","Terrain slight slope, but flat land all around.  Plot near abandoned road, though plot doesn't appear to be driven, highly compacted, or in plot.  Black Locust/Norway maple forest. Rubus/TOXRAD groundcover.  All trees tagged away from road.  Found pink flagging in plot that says ""do not cut"".",2023,42.448765,-71.287841,FALSE,20,5,1.6,18,2,23,16,"MIMA_006_BL_20230613.JPG","MIMA_006_BR_20230613.JPG","MIMA_006_UL_20230613.JPG","MIMA_006_UR_20230613.JPG"
"MORR-006","MORR","2","Mesic- Rolling Uplands","same parking as plot 5, walk through field towards soldier huts. Enter at about 20 degrees.","Moderate barberry density.",2024,40.776366,-74.535097,FALSE,7,3,60.4,22,0,20,13,"MORR_006_BL_20240520.JPG","MORR_006_BR_20240520.JPG","MORR_006_UL_20240520.JPG","MORR_006_UR_20240520.JPG"
"ROVA-006","ROVA","2","Mesic- Other Mesic","SCHU: take trail, then head in near power line clearing","Upper right corner post is offset half a meter towards upper center, because otherwise would be in tree.
6/6/11 Reset BL stake in swamp.  Reset UR regen.  Bottom regen is in the middle of the swamp.  JLF

MR and BL stakes were missing. Reset 6/3/2015, underwater in the swamp.",2024,41.767854,-73.924211,FALSE,11,4,0,40,2,29,18,"ROVA_006_BL_20240528.JPG","ROVA_006_BR_20240528.JPG","ROVA_006_UL_20240528.JPG","ROVA_006_UR_20240528.JPG"
"SAGA-006","SAGA","1","Mesic- Rolling Uplands","Blow-me down trail.  Trail runs through edge of lower plot.","White pine overstory with beech and sugar maple understory.  Plot near ravine.  BC stake is flush with ground (behind tree #14) because it is on the trail. All trees tagged away from trail.  All fiberglass stakes close to trail sunken far into ground (no greater than 5cm above ground).

Due to misclassification of super canopy white pines as the co-dominant canopy layer on this plot, stand height and crown class measurements are suspect. All analyses that include stand height or crown class should use 2010 QA/QC stand height and crown class data.",2023,43.500581,-72.37441,FALSE,18,1,0,6,8,6,8,"SAGA_006_BL_20230531.JPG","SAGA_006_BR_20230531.JPG","SAGA_006_UL_20230531.JPG","SAGA_006_UR_20230531.JPG"
"SARA-006","SARA","1","Mesic- Moist Slopes and Coves","Wilkenson trail about 300m from stop 7 parking lot.  Then about 200m down the trail.","White pine forest on slope with open understory.  Herb layer dominated by Pilea pumila and Carex pensylvanica.",2023,43.007015,-73.634092,FALSE,13,4,0.1,39,0,51,18,"SARA_006_BL_20230522.JPG","SARA_006_BR_20230522.JPG","SARA_006_UL_20230522.JPG","SARA_006_UR_20230522.JPG"
"WEFA-006","WEFA","4","Mesic- Rolling Uplands","Drive up concrete driveway for 250 Old Branchville Rd. Continue driving until perpendicular to point.  Boundary of plot is SE from stone fence.","Mixed deciduous and Quercus prinus dominated canopy with some saplings in plot. Understory is generally sparse with Carex sp. dominating.  GPS Accuracy (horizontal error) not collected in the field.  Changed orientation from 164 to 166 degrees for a better fit.",2026,41.264747,-73.453074,FALSE,19,7,0,12,1,17,20,"WEFA_006_BL_20260609.JPG","WEFA_006_BR_20260609.JPG","WEFA_006_UL_20260609.JPG","WEFA_006_UR_20260609.JPG"
"MABI-007","MABI","1","Mesic- Rolling Uplands","Followed ski trails from MABI 6.","Redstart plot- did not waypoint plot center.  Young sugar maple forest near ski trail- diverse stand (tree species).  Caterpillar casings present on several trees.  Large dying beech at lower edge of plot.  Most sugar maples have second leaves.  Peltigera spp. lichen found in plot..  Tree DBH marked upslope, away from trail.",2023,43.630029,-72.544558,FALSE,20,2,0,66,23,22,25,"MABI_007_BL_20230606.JPG","MABI_007_BR_20230606.JPG","MABI_007_UL_20230606.JPG","MABI_007_UR_20230606.JPG"
"MIMA-007","MIMA","1","Mesic- Moist Slopes and Coves","Parked near vegetable stand by Brown House (near MIMA 4).","White pine forest with numerous poison ivy vines climbing on trees.  LR stake 20cm at 240degrees from where it should be located.",2023,42.453763,-71.315628,FALSE,7,3,21,13,0,24,14,"MIMA_007_BL_20230613.JPG","MIMA_007_BR_20230613.JPG","MIMA_007_UL_20230613.JPG","MIMA_007_UR_20230613.JPG"
"MORR-007","MORR","2","Mesic- Rolling Uplands","parking in the soldiers hut parking lot, it is about 160m E, upslope and just to the left of the actual soldiers huts.","Hardwood canopy, some barberry. Lush ground cover w/ both native and invasives",2024,40.775602,-74.535481,FALSE,8,2,23.9,225,2,35,21,"MORR_007_BL_20240522.JPG","MORR_007_BR_20240522.JPG","MORR_007_UL_20240522.JPG","MORR_007_UR_20240522.JPG"
"ROVA-007","ROVA","2","Mesic- Moist Slopes and Coves","VAMA: park at historic train station, walk down road to back gate of mansion, enter there and follow trail about 100 meters","Also, bottom left corner is ofset 1 meter along the 220 azimuth, so that it would not be in the path. Actual corner is 1 meter farther along 40 degree azimuth.. Reset fiberglass stake at Bottom Left.  Offset the rebar for BL at",2024,41.79033,-73.946088,FALSE,12,1,0.1,23,3,35,21,"ROVA_007_BL_20240603.JPG","ROVA_007_BR_20240603.JPG","ROVA_007_UL_20240603.JPG","ROVA_007_UR_20240603.JPG"
"SAGA-007","SAGA","1","Mesic- Flatwoods","Take Blow-Me-Down trail until trail intersection, then ~30m at 30 degrees.","Hemlock, black birch and red maple forest.  Flattest plot in park so far.",2023,43.501943,-72.377654,FALSE,20,4,0,1,1,4,8,"SAGA_007_BL_20230531.JPG","SAGA_007_BR_20230531.JPG","SAGA_007_UL_20230531.JPG","SAGA_007_UR_20230531.JPG"
"SARA-007","SARA","1","Mesic- Flatwoods","Wilkenson trail from park tour road and about 50m, then about 20m north.  Not directly on trail, as map shows.","White pine forest with open understory.  Herb layer dominated by grasses.. Orientation changed from 360.",2023,43.007672,-73.634777,FALSE,16,6,14.8,24,0,40,26,"SARA_007_BL_20230522.JPG","SARA_007_BR_20230522.JPG","SARA_007_UL_20230522.JPG","SARA_007_UR_20230522.JPG"
"WEFA-007","WEFA","4","Hydric- Small Drain","Take pond trail to waterfall trail. Stop just before waterfall next to learge boulder. Plot located 17m from trail near a large Liriodendron tree.","Acer rubrum, Betula allagheniensis, Liriodendron canopy with Lindera benzoin and skunk cabbage understory. Very rocky (boulders) with mucky soil between.",2026,41.260788,-73.451364,FALSE,17,0,4.6,78,1,39,41,"WEFA_007_BL_20260608.JPG","WEFA_007_BR_20260608.JPG","WEFA_007_UL_20260608.JPG","WEFA_007_UR_20260608.JPG"
"MABI-008","MABI","1","Mesic- Rolling Uplands","About 250m from MABI7 at 240 degrees.  Large Ash near plot- logging trail north of plot.","Azimuth is 360 because of slope orientation, not lack of slope.  Sugar maple/ hemlock forest.  Plot was recently logged. No coord accuracy; Keeton GPS Coordinates",2023,43.628854,-72.546416,FALSE,19,3,0,41,0,28,35,"MABI_008_BL_20230606.JPG","MABI_008_BR_20230606.JPG","MABI_008_UL_20230606.JPG","MABI_008_UR_20230606.JPG"
"MIMA-008","MIMA","1","Mesic- Flatwoods","Park in Hartwell Tavern parking lot and cross the road or park at small grey Ranger Station house, which is just past the Hartwell tavern parking lot and on the correct side of the road. Short, easy bushwack to plot.","White pine/oak forest on top of small hill. Few exotic species.",2023,42.449361,-71.292253,FALSE,21,2,0,9,0,12,8,"MIMA_008_BL_20230614.JPG","MIMA_008_BR_20230614.JPG","MIMA_008_UL_20230614.JPG","MIMA_008_UR_20230614.JPG"
"MORR-008","MORR","2","Xeric- Dry Slopes","The plot is located 30 m east, upslope from the back of the soldiers huts. There is also a trail a few meters east of the plot",NA,2024,40.774799,-74.535119,FALSE,5,0,24.1,38,0,40,28,"MORR_008_BL_20240521.JPG","MORR_008_BR_20240521.JPG","MORR_008_UL_20240521.JPG","MORR_008_UR_20240521.JPG"
"ROVA-008","ROVA","2","Mesic- Moist Slopes and Coves","VAMA: park at historic railroad, walk thru lower gate to Vanderbuilt and follow trail- on right of trail","Maybe VAMA02; bottomleft stake offset 1m towards upper left because in trail, bottomcenter offset .2m towards bottom right because in tree. Data missing for terrain position, A. Vincello, 5/13/2009..
6/1/11 - Looks like MR was offset 2m because of rock interferrence.  BR missing then reset in a patch  of poison ivy, deep in.  BC missing and reset deep because of trail.  BL missing stake and reset on same azmuth with 1.5 m cut in towards center because of trail.

6/8/2015: MR stake reset on correct azimuth and distance. BC was missing and reset - likely missing due to a fallen tree. BL was missing, Reset on line 12 m from plot center due to trail/road. ML was reset because azimuth was not in tolerance, it is behind a large tree.h",2024,41.791863,-73.94528,FALSE,9,0,30.7,49,7,39,40,"ROVA_008_BL_20240530.JPG","ROVA_008_BR_20240530.JPG","ROVA_008_UL_20240530.JPG","ROVA_008_UR_20240530.JPG"
"SAGA-008","SAGA","1","Mesic- Other Mesic","Near Blow-Me-Down trail head, SW about 35m.","Plot slope is average from plot center to UC (6) and plot center to lower center (32). Hemlock, beech forest with steep slope in lower half of plot, and bench in upper half.  Spotted Newt migration..

Due to misclassification of super canopy white pines as the co-dominant canopy layer on this plot, stand height and crown class measurements are suspect. All analyses that include stand height or crown class should use 2006 stand height and crown class data.",2023,43.50111,-72.374301,FALSE,21,1,0,9,3,6,7,"SAGA_008_BL_20230531.JPG","SAGA_008_BR_20230531.JPG","SAGA_008_UL_20230531.JPG","SAGA_008_UR_20230531.JPG"
"SARA-008","SARA","1","Mesic- Flatwoods","About 70m south of entrance road.","Early successional ash forest.  Dense, tall herb layer dominated by sensitive fern, goldenrod, and exotic shrubs.",2023,43.009295,-73.633502,FALSE,10,6,6,10,0,54,14,"SARA_008_BL_20230524.JPG","SARA_008_BR_20230524.JPG","SARA_008_UL_20230524.JPG","SARA_008_UR_20230524.JPG"
"WEFA-008","WEFA","4","Hydric- Small Drain","Plot located in middle of wet drain/ravine  ~30m from trail.","Rocky and wet with thick bryophyte later over ground. Acer rubrum dominated canopy.  Bring knee high boots. 2022: Large trees dead, barberry responded in the center of the plot. Plot center in large barberry bush.",2026,41.261533,-73.452564,FALSE,11,3,41.3,2,0,42,16,"WEFA_008_BL_20260608.JPG","WEFA_008_BR_20260608.JPG","WEFA_008_UL_20260608.JPG","WEFA_008_UR_20260608.JPG"
"MABI-009","MABI","1","Mesic- Moist Slopes and Coves","Hiking trail to carraige trail away from Pogue.  Plot located in valley between two hills.","Sugar maple forest on hill side.  Lots of ferns, and some hemlock.  No coord accuracy; Keeton GPS Coordinates. Morels on plot!",2023,43.63816,-72.539553,FALSE,10,0,0,13,2,23,25,"MABI_009_BL_20230606.JPG","MABI_009_BR_20230606.JPG","MABI_009_UL_20230606.JPG","MABI_009_UR_20230606.JPG"
"MIMA-009","MIMA","1","Mesic- Flatwoods","Park ata Paul Revere Capture Site Parking lot. Cross road and then follow rock wall at edge of field south.","Black oak, pine forest with rock wall running through plot.",2023,42.447304,-71.279398,FALSE,29,8,2,2,2,7,14,"MIMA_009_BL_20230614.JPG","MIMA_009_BR_20230614.JPG","MIMA_009_UL_20230614.JPG","MIMA_009_UR_20230614.JPG"
"MORR-009","MORR","2","Mesic- Rolling Uplands","from the parking lot where jockey hollow rd and grand parade road meet, the plot is roughly 700m in. Take the trail from the parking lot and stay on it until the first intersection. Take a left at the intersection and then a right around the pond. Head across the stream behind the pond at 180 degrees. Go up slope for awhile, you will pass a carriage road, keep going and you will get there.","Slope is 18%, during QA/QC on 6/29/2007.",2024,40.766913,-74.523207,FALSE,11,2,0,6,0,11,15,"MORR_009_BL_20240522.JPG","MORR_009_BR_20240522.JPG","MORR_009_UL_20240522.JPG","MORR_009_UR_20240522.JPG"
"ROVA-009","ROVA","2","Mesic- Flatwoods","VAMA: right by plot 08, up hill by meadow","MR and BR stakes missing, reset.  UL placed 0.5m back due to rock.
UL, UR, B regen plots moved 0.25m to more accurate location.",2024,41.792265,-73.944925,FALSE,19,0,0.2,11,2,24,31,"ROVA_009_BL_20240529.JPG","ROVA_009_BR_20240529.JPG","ROVA_009_UL_20240529.JPG","ROVA_009_UR_20240529.JPG"
"SAGA-009","SAGA","1","Xeric- Dry Slopes","Take Ravine Trail, cross creek with bridge.  Then go about 50m up hill from swimming hole.","Red oak, red maple, and beech forest.  Located on small ridge where lower 1/3 of plot slopes steeply towards creek, and upper 2/3 of plot slopes toward park boundary.  Chose upper 2/3 of plot to determine azimuth.  USFS plot..",2023,43.5028,-72.372619,FALSE,36,3,0,9,4,9,7,"SAGA_009_BL_20230530.JPG","SAGA_009_BR_20230530.JPG","SAGA_009_UL_20230530.JPG","SAGA_009_UR_20230530.JPG"
"SARA-009","SARA","1","Mesic- Flatwoods","Walked trail to Bloody Knoll (from stop 6), then walked field to plot.","Early successional white pine woodland.  Old field understory. ",2023,43.002412,-73.641518,FALSE,3,1,26.7,7,4,54,7,"SARA_009_BL_20230522.JPG","SARA_009_BR_20230522.JPG","SARA_009_UL_20230522.JPG","SARA_009_UR_20230522.JPG"
"WEFA-009","WEFA","4","Mesic- Rolling Uplands","Contact resource manager to see if it is easiest to park in the culdesac and walk in ~50m. 
Plot center stake is loose due to rock. UR microplot stake  is offset 2 meters: at SD of 6.93m at 45.3 degrees.","Mixed deciduous canopy with no clear dominate species. Sparse mid-story dominated by Betula lenta. Understory dominated by mixed of weedy herbaceous dicots. 2013- changed orientation from 252 to 257",2026,41.259226,-73.453813,FALSE,11,2,13.6,110,0,33,31,"WEFA_009_BL_20260608.JPG","WEFA_009_BR_20260608.JPG","WEFA_009_UL_20260608.JPG","WEFA_009_UR_20260608.JPG"
"MABI-010","MABI","1","Mesic- Moist Slopes and Coves","Took hiking trail from ski trails on northwest side of park.","Hemlock dominated forest.  Small streams running through plot.",2023,43.638782,-72.547128,FALSE,25,5,0,4,1,14,14,"MABI_010_BL_20230607.JPG","MABI_010_BR_20230607.JPG","MABI_010_UL_20230607.JPG","MABI_010_UR_20230607.JPG"
"MIMA-010","MIMA","1","Mesic- Flatwoods","South of Ranger Station about 50m.","Norway maple forest with sparse understory.",2023,42.450306,-71.294099,FALSE,15,6,1.1,22,0,25,27,"MIMA_010_BL_20230613.JPG","MIMA_010_BR_20230613.JPG","MIMA_010_UL_20230613.JPG","MIMA_010_UR_20230613.JPG"
"MORR-010","MORR","2","Mesic- Rolling Uplands","From the trail center parking lot, head up the road in a SW direction. Take the first path to the left of the road (#33) and follow it until the junction. Head SSW at the junction, following that path until about 180m are left. Follow an azimuth of about 200 up the hillside to a stream and you will have located the plot.","Slope 15% during QA/QC on 6/30/2007. ",2024,40.764136,-74.53145,FALSE,13,1,0,13,2,23,15,"MORR_010_BL_20240520.JPG","MORR_010_BR_20240520.JPG","MORR_010_UL_20240520.JPG","MORR_010_UR_20240520.JPG"
"ROVA-010","ROVA","2","Mesic- Moist Slopes and Coves","VAMA: TAKE TRAIL FROM ENTRANCE NEAR TRAIN STATION, GO NORTH ON TRAIL, PLOT IS ON LEFT, TOWARD TRAIN TRACKS","Upper center offset at 12 meters, 90 degree on other side of road. UL offset at 12m, 45 degrees.",2024,41.793144,-73.9455,FALSE,11,0,0.1,100,6,50,22,"ROVA_010_BL_20240530.JPG","ROVA_010_BR_20240530.JPG","ROVA_010_UL_20240530.JPG","ROVA_010_UR_20240530.JPG"
"SAGA-010","SAGA","1","Xeric- Dry Slopes","Ravine trail - cross bridge/creek.  Plot is uphill (N) of creek and about 150m (E) from SAGA9.","Red maple, oak forest.",2023,43.502525,-72.370838,FALSE,30,1,0,10,2,9,3,"SAGA_010_BL_20230530.JPG","SAGA_010_BR_20230530.JPG","SAGA_010_UL_20230530.JPG","SAGA_010_UR_20230530.JPG"
